valid/r2_observ,valid/r2_observ/early,valid/r2_observ/middle,valid/r2_observ/late,valid/r2_latent,valid/r2_latent/early,valid/r2_latent/middle,valid/r2_latent/late,valid/loss,epoch,step,train/r2_observ,train/r2_observ/early,train/r2_observ/middle,train/r2_observ/late,train/r2_latent,train/r2_latent/early,train/r2_latent/middle,train/r2_latent/late,train/loss
-0.10991866886615753,-0.11409616470336914,-0.10567612946033478,-0.11135786771774292,0.009683960117399693,0.029579227790236473,0.018997132778167725,-10.0,0.9819548726081848,0,0,,,,,,,,,
-0.10722486674785614,-0.1106930524110794,-0.10335328429937363,-0.10900962352752686,0.009375806897878647,0.028678517788648605,0.018753644078969955,-10.0,0.9765797853469849,1,1,,,,,,,,,
-0.10452349483966827,-0.10727031528949738,-0.10102969408035278,-0.1066591888666153,0.009300011210143566,0.02842673286795616,0.016165820881724358,-7.6899614334106445,0.9713183641433716,2,2,,,,,,,,,
-0.10179732739925385,-0.10379646718502045,-0.09869525581598282,-0.10429666191339493,0.009440276771783829,0.02878856658935547,0.015389369800686836,-10.0,0.966131329536438,3,3,,,,,,,,,
-0.09903301298618317,-0.10024579614400864,-0.09634300321340561,-0.10191478580236435,0.00979395117610693,0.029735524207353592,0.014733645133674145,-5.655672550201416,0.960978627204895,4,4,,,,,,,,,
-0.0962134376168251,-0.09658318012952805,-0.0939650908112526,-0.09950534254312515,0.010208330117166042,0.030874107033014297,0.014271828345954418,-5.626646041870117,0.955819308757782,5,5,,,,,,,,,
-0.09332193434238434,-0.09277631342411041,-0.09155255556106567,-0.097059465944767,0.010434262454509735,0.03158523142337799,0.013515042141079903,-10.0,0.950614333152771,6,6,,,,,,,,,
-0.09034132212400436,-0.08879468590021133,-0.0890948697924614,-0.09456684440374374,0.010497757233679295,0.031879886984825134,0.013524966314435005,-10.0,0.9453274607658386,7,7,,,,,,,,,
-0.08725370466709137,-0.08460451662540436,-0.08658206462860107,-0.09201768785715103,0.010615972802042961,0.0322919636964798,0.01346965879201889,-10.0,0.9399242401123047,8,8,,,,,,,,,
-0.08404044061899185,-0.0801713615655899,-0.08400338143110275,-0.08940140157938004,0.01089959591627121,0.03314414620399475,0.013141512870788574,-10.0,0.9343708753585815,9,9,,,,,,,,,
-0.08068239688873291,-0.07546114176511765,-0.08134708553552628,-0.08670641481876373,0.011331981047987938,0.03443068638443947,0.01342887245118618,-10.0,0.9286364316940308,10,10,,,,,,,,,
-0.07716109603643417,-0.07044458389282227,-0.07860028743743896,-0.08391960710287094,0.011846505105495453,0.03598547354340553,0.013203179463744164,-10.0,0.9226930737495422,11,11,,,,,,,,,
-0.07345928251743317,-0.06509696692228317,-0.07574933767318726,-0.08102746307849884,0.012401130050420761,0.03767768666148186,0.01295207254588604,-10.0,0.9165166020393372,12,12,,,,,,,,,
-0.06956416368484497,-0.05940849706530571,-0.0727798268198967,-0.07801560312509537,0.012997454032301903,0.03949153795838356,0.013102024793624878,-10.0,0.9100883603096008,13,13,,,,,,,,,
-0.06547051668167114,-0.053393326699733734,-0.06967689841985703,-0.07486913353204727,0.013656111434102058,0.04147982969880104,0.01304588932543993,-10.0,0.9033958315849304,14,14,,,,,,,,,
-0.061182402074337006,-0.047094106674194336,-0.06642509996891022,-0.07157259434461594,0.014399981126189232,0.04371466860175133,0.01280223298817873,-10.0,0.8964325189590454,15,15,,,,,,,,,
-0.05671102926135063,-0.04057464748620987,-0.06300916522741318,-0.0681108832359314,0.015257671475410461,0.046294040977954865,0.012862940318882465,-10.0,0.8891938924789429,16,16,,,,,,,,,
-0.05206563323736191,-0.033891040831804276,-0.059415243566036224,-0.06447010487318039,0.016270911321043968,0.04935707896947861,0.013594967313110828,-10.0,0.8816704750061035,17,17,,,,,,,,,
-0.04723936319351196,-0.027047324925661087,-0.05563151836395264,-0.06063852459192276,0.01752724125981331,0.05316590517759323,0.014918802306056023,-10.0,0.8738361597061157,18,18,,,,,,,,,
,,,,,,,,,19,19,-0.04419748857617378,-0.019874675199389458,-0.056345999240875244,-0.057126548141241074,0.016522513702511787,0.052191998809576035,0.01293256413191557,-10.0,0.8748121857643127
-0.042192067950963974,-0.01994071714580059,-0.051650237292051315,-0.056608568876981735,0.019138267263770103,0.058040618896484375,0.015632953494787216,-10.0,0.8656439781188965,19,19,,,,,,,,,
-0.03685011342167854,-0.012356025166809559,-0.04746983200311661,-0.05237879604101181,0.02124301716685295,0.0643806904554367,0.016569530591368675,-10.0,0.8570306897163391,20,20,,,,,,,,,
-0.03113236464560032,-0.004041522741317749,-0.04309532791376114,-0.04795483499765396,0.0239483080804348,0.07252733409404755,0.016346564516425133,-10.0,0.8479390144348145,21,21,,,,,,,,,
-0.02500126324594021,0.005151939578354359,-0.038544248789548874,-0.04335515573620796,0.027314331382513046,0.08268821239471436,0.0185952577739954,-10.0,0.8383491635322571,22,22,,,,,,,,,
-0.01846805214881897,0.015271943993866444,-0.033855926245450974,-0.03862042352557182,0.031457722187042236,0.09514675289392471,0.020743709057569504,-2.8557686805725098,0.8282860517501831,23,23,,,,,,,,,
-0.011631960049271584,0.026175130158662796,-0.029105043038725853,-0.03382685407996178,0.03651031106710434,0.11012532562017441,0.024928029626607895,-0.9289169311523438,0.8178397417068481,24,24,,,,,,,,,
-0.004683643579483032,0.03755969926714897,-0.024423563852906227,-0.029108548536896706,0.042494408786296844,0.1274065375328064,0.030555495992302895,-0.05453002452850342,0.8071743249893188,25,25,,,,,,,,,
0.0021133364643901587,0.04911037161946297,-0.020047366619110107,-0.024702979251742363,0.04917308688163757,0.14599406719207764,0.035646989941596985,-0.0738770067691803,0.7965345978736877,26,26,,,,,,,,,
0.008370012044906616,0.06045498698949814,-0.016373230144381523,-0.021007752045989037,0.05582673102617264,0.16398265957832336,0.03914347290992737,-0.11668100208044052,0.7862827777862549,27,27,,,,,,,,,
0.013535541482269764,0.07119009643793106,-0.014026200398802757,-0.018649686127901077,0.06139000505208969,0.17934547364711761,0.04590523988008499,0.014567178674042225,0.7769292593002319,28,28,,,,,,,,,
0.01696574129164219,0.08105267584323883,-0.013840722851455212,-0.018471909686923027,0.06509941071271896,0.19107948243618011,0.049463771283626556,0.01715262047946453,0.7691149711608887,29,29,,,,,,,,,
0.018306059762835503,0.09010744094848633,-0.016378069296479225,-0.021053826436400414,0.06677588075399399,0.1990475058555603,0.053146302700042725,0.02011025883257389,0.7633560299873352,30,30,,,,,,,,,
0.018511129543185234,0.09902515262365341,-0.02056276798248291,-0.02528444491326809,0.06686963886022568,0.20370452105998993,0.05370917171239853,0.021199749782681465,0.7592474818229675,31,31,,,,,,,,,
0.01998227834701538,0.10871393978595734,-0.02333000861108303,-0.02791541814804077,0.06644050776958466,0.20638227462768555,0.05243579298257828,0.02085822820663452,0.7550947070121765,32,32,,,,,,,,,
0.024324936792254448,0.11947789043188095,-0.022495269775390625,-0.026596570387482643,0.06641291826963425,0.20858418941497803,0.05042967200279236,0.019520794972777367,0.7494035959243774,33,33,,,,,,,,,
0.031046926975250244,0.13102738559246063,-0.01861441135406494,-0.021960293874144554,0.06727156788110733,0.2115807831287384,0.04853044077754021,0.017779825255274773,0.7421226501464844,34,34,,,,,,,,,
0.038706399500370026,0.1430051624774933,-0.01356582622975111,-0.016112638637423515,0.06913349032402039,0.21615548431873322,0.04669203609228134,0.01610194705426693,0.7340744733810425,35,35,,,,,,,,,
0.04609927162528038,0.15516963601112366,-0.008955597877502441,-0.010847103781998158,0.07171555608510971,0.22219523787498474,0.04559947922825813,0.01483541913330555,0.726143479347229,36,36,,,,,,,,,
0.052551306784152985,0.16710034012794495,-0.005554556846618652,-0.006999838165938854,0.07480890303850174,0.2296769618988037,0.0447419099509716,0.014187684282660484,0.7188734412193298,37,37,,,,,,,,,
0.05787735432386398,0.1783580332994461,-0.0034359097480773926,-0.004624772351235151,0.07805979251861572,0.23804011940956116,0.044300053268671036,0.014097755774855614,0.7124730944633484,38,38,,,,,,,,,
,,,,,,,,,39,39,0.05487947538495064,0.16892312467098236,-0.003884393023326993,-0.0036257386673241854,0.07371138781309128,0.22630606591701508,0.033412691205739975,0.004175294656306505,0.7185542583465576
0.06221769005060196,0.1887570023536682,-0.0023193180095404387,-0.0033933878876268864,0.08113992214202881,0.24662227928638458,0.043562959879636765,0.014401045627892017,0.7068601250648499,39,39,,,,,,,,,
0.06617147475481033,0.19932810962200165,-0.0018490910297259688,-0.0028979063499718904,0.08390630781650543,0.25495097041130066,0.04251105710864067,0.01494163554161787,0.7017088532447815,40,40,,,,,,,,,
0.07034673541784286,0.2112410068511963,-0.0017106473678722978,-0.0027937174309045076,0.08629127591848373,0.2626895010471344,0.04132634401321411,0.015312792733311653,0.6966539621353149,41,41,,,,,,,,,
0.07478706538677216,0.22416964173316956,-0.0016654611099511385,-0.0028301358688622713,0.08843974769115448,0.27015307545661926,0.04028252512216568,0.015359821729362011,0.6915672421455383,42,42,,,,,,,,,
0.07918711006641388,0.23691411316394806,-0.0015550911193713546,-0.002843237016350031,0.09068577736616135,0.2781608998775482,0.03971041738986969,0.014872526749968529,0.6864870190620422,43,43,,,,,,,,,
0.0836259052157402,0.24953925609588623,-0.0012814939254894853,-0.0027440309058874846,0.09352315962314606,0.2880726754665375,0.03962191194295883,0.0131666986271739,0.6812028288841248,44,44,,,,,,,,,
