valid/r2_observ,valid/r2_observ/early,valid/r2_observ/middle,valid/r2_observ/late,valid/r2_latent,valid/r2_latent/early,valid/r2_latent/middle,valid/r2_latent/late,valid/num_points,valid/loss,epoch,step,train/r2_observ,train/r2_observ/early,train/r2_observ/middle,train/r2_observ/late,train/r2_latent,train/r2_latent/early,train/r2_latent/middle,train/r2_latent/late,train/num_points,train/loss
-0.13339641690254211,-0.13551673293113708,-0.13284806907176971,-0.13429073989391327,0.22813889384269714,0.30304819345474243,0.2385985553264618,0.23501186072826385,5.0,2.2517240047454834,0,1,,,,,,,,,,
-0.13926027715206146,-0.14676406979560852,-0.1364533007144928,-0.13613367080688477,0.23418371379375458,0.2984635829925537,0.2401994913816452,0.2505236864089966,5.0,2.273176670074463,1,3,,,,,,,,,,
-0.12645196914672852,-0.13046397268772125,-0.12517936527729034,-0.1257098764181137,0.20074033737182617,0.2728056311607361,0.20668208599090576,0.20811817049980164,5.0,2.217525005340576,2,5,,,,,,,,,,
-0.12617501616477966,-0.13211171329021454,-0.12416206300258636,-0.12371470034122467,0.18795697391033173,0.27047455310821533,0.19087544083595276,0.18465326726436615,5.0,2.211439371109009,3,7,,,,,,,,,,
-0.11857278645038605,-0.12446846067905426,-0.1164211630821228,-0.11624987423419952,0.21157972514629364,0.29559582471847534,0.20909658074378967,0.21253421902656555,5.0,2.193070411682129,4,9,,,,,,,,,,
-0.11262594163417816,-0.11762136220932007,-0.11064930260181427,-0.11114319413900375,0.24134008586406708,0.31262651085853577,0.2352379560470581,0.2554578185081482,5.0,2.1698360443115234,5,11,,,,,,,,,,
-0.11123409122228622,-0.11741666495800018,-0.10847513377666473,-0.10920925438404083,0.25358325242996216,0.3245336413383484,0.2483498752117157,0.2694646716117859,5.0,2.1573030948638916,6,13,,,,,,,,,,
-0.10809166729450226,-0.11405555158853531,-0.10508494079113007,-0.10667572915554047,0.27012866735458374,0.35811465978622437,0.26222655177116394,0.2658866345882416,5.0,2.1390247344970703,7,15,,,,,,,,,,
-0.10440228134393692,-0.10933816432952881,-0.10127391666173935,-0.1045166477560997,0.27099838852882385,0.3826727271080017,0.25915759801864624,0.24010582268238068,5.0,2.117222547531128,8,17,,,,,,,,,,
,,,,,,,,,,9,19,-0.11094585806131363,-0.11774209886789322,-0.10561436414718628,-0.10961160063743591,0.23764178156852722,0.3431587219238281,0.22920994460582733,0.21439377963542938,5.0,2.1503236293792725
-0.10445906221866608,-0.11187020689249039,-0.09962256997823715,-0.10370846837759018,0.2511049211025238,0.37295597791671753,0.24363021552562714,0.21009819209575653,5.0,2.0998361110687256,9,19,,,,,,,,,,
-0.1033996194601059,-0.11286427825689316,-0.09715598821640015,-0.1018529087305069,0.25537335872650146,0.37555402517318726,0.2492692768573761,0.21382692456245422,5.0,2.0808117389678955,10,21,,,,,,,,,,
-0.09758323431015015,-0.10555431991815567,-0.09191778302192688,-0.09718886762857437,0.27624282240867615,0.39594611525535583,0.2670907974243164,0.2378416508436203,5.0,2.0606393814086914,11,23,,,,,,,,,,
-0.09693549573421478,-0.10583479702472687,-0.09074783325195312,-0.09598277509212494,0.2803893983364105,0.40544041991233826,0.26697206497192383,0.24242088198661804,5.0,2.0414373874664307,12,25,,,,,,,,,,
-0.10512349754571915,-0.11745860427618027,-0.09696689248085022,-0.10237716138362885,0.2668580412864685,0.398121178150177,0.25287437438964844,0.22944405674934387,5.0,2.019373893737793,13,27,,,,,,,,,,
-0.10846904665231705,-0.11897508800029755,-0.10023222863674164,-0.10836217552423477,0.25722044706344604,0.39574408531188965,0.24195866286754608,0.22044441103935242,5.0,1.9993133544921875,14,29,,,,,,,,,,
-0.11197397857904434,-0.11966832727193832,-0.10363592952489853,-0.11580697447061539,0.25463733077049255,0.39928850531578064,0.23825088143348694,0.21837791800498962,5.0,1.979169249534607,15,31,,,,,,,,,,
-0.12100772559642792,-0.12584392726421356,-0.11204814910888672,-0.12955640256404877,0.2519436478614807,0.39871901273727417,0.23562809824943542,0.21507474780082703,5.0,1.9583991765975952,16,33,,,,,,,,,,
-0.14402388036251068,-0.14525750279426575,-0.13281282782554626,-0.16043220460414886,0.2488216608762741,0.39778074622154236,0.2336985170841217,0.20702818036079407,5.0,1.9368959665298462,17,35,,,,,,,,,,
-0.1628246307373047,-0.1548364758491516,-0.14974567294120789,-0.1940625011920929,0.24612203240394592,0.3981960713863373,0.23253314197063446,0.2005508840084076,5.0,1.9168545007705688,18,37,,,,,,,,,,
,,,,,,,,,,19,39,-0.2043405920267105,-0.19572623074054718,-0.20160502195358276,-0.21705670654773712,0.2340276837348938,0.3799384832382202,0.22314046323299408,0.20595625042915344,5.0,1.961112380027771
-0.18711280822753906,-0.16301192343235016,-0.17155687510967255,-0.24322190880775452,0.24558548629283905,0.3985820412635803,0.23351140320301056,0.20112964510917664,5.0,1.8967430591583252,19,39,,,,,,,,,,
-0.2446615993976593,-0.1897367388010025,-0.22417278587818146,-0.3484615981578827,0.24518029391765594,0.4003306031227112,0.23389267921447754,0.2003011256456375,5.0,1.876124620437622,20,41,,,,,,,,,,
-0.29866188764572144,-0.21020837128162384,-0.27025026082992554,-0.45784705877304077,0.23787745833396912,0.3929099440574646,0.2289927899837494,0.191788911819458,5.0,1.8559010028839111,21,43,,,,,,,,,,
-0.3286195993423462,-0.20991118252277374,-0.29198312759399414,-0.5390976667404175,0.23735329508781433,0.3957286775112152,0.2292420119047165,0.18944895267486572,5.0,1.8366718292236328,22,45,,,,,,,,,,
