valid/r2_observ,valid/r2_observ/early,valid/r2_observ/middle,valid/r2_observ/late,valid/r2_latent,valid/r2_latent/early,valid/r2_latent/middle,valid/r2_latent/late,valid/num_points,valid/loss,epoch,step,train/r2_observ,train/r2_observ/early,train/r2_observ/middle,train/r2_observ/late,train/r2_latent,train/r2_latent/early,train/r2_latent/middle,train/r2_latent/late,train/num_points,train/loss
-0.05370168015360832,-0.013641375117003918,-0.021097838878631592,-0.1368730664253235,0.17669086158275604,0.2048037052154541,0.1869710087776184,0.24790194630622864,5.0,1.8096439838409424,0,1,,,,,,,,,,
-1.9926707744598389,-0.5881599187850952,-1.37838613986969,-4.322263240814209,0.18177852034568787,0.2446870356798172,0.19616805016994476,0.2430879771709442,5.0,1.5951062440872192,1,3,,,,,,,,,,
-3.4473068714141846,-0.9110552072525024,-2.325333833694458,-7.606520652770996,0.21415993571281433,0.2825475335121155,0.22828812897205353,0.2656189799308777,5.0,1.474111557006836,2,5,,,,,,,,,,
-1.649627685546875,-0.7117427587509155,-1.3088806867599487,-3.0812222957611084,0.2197764813899994,0.29636484384536743,0.23520007729530334,0.2561359703540802,5.0,1.4332126379013062,3,7,,,,,,,,,,
-1.5263592004776,-0.7473353743553162,-1.1483362913131714,-2.8719139099121094,0.1897556334733963,0.2897356450557709,0.2098468840122223,0.2187749445438385,5.0,1.4169191122055054,4,9,,,,,,,,,,
-1.0170748233795166,-0.47339242696762085,-0.6979737281799316,-2.0366227626800537,0.19225375354290009,0.30723756551742554,0.21842031180858612,0.231781005859375,5.0,1.4033304452896118,5,11,,,,,,,,,,
-0.27821242809295654,-0.21411380171775818,-0.2481672316789627,-0.39393946528434753,0.21294662356376648,0.3428167700767517,0.24135227501392365,0.2529168725013733,5.0,1.3827773332595825,6,13,,,,,,,,,,
-0.03747422248125076,0.014439642429351807,-0.06565510481595993,-0.06413035839796066,0.24756856262683868,0.39584124088287354,0.2747315466403961,0.28294453024864197,5.0,1.3683828115463257,7,15,,,,,,,,,,
0.017420096322894096,0.13233725726604462,-0.09433183073997498,0.02078918181359768,0.27681776881217957,0.450686514377594,0.30461597442626953,0.31650787591934204,5.0,1.3544853925704956,8,17,,,,,,,,,,
,,,,,,,,,,9,19,-0.013667583465576172,0.12575304508209229,-0.17612075805664062,0.016034657135605812,0.23319236934185028,0.42944449186325073,0.25267258286476135,0.24618375301361084,5.0,1.3583948612213135
0.007589250802993774,0.19114650785923004,-0.18674324452877045,0.0338391549885273,0.2730884850025177,0.48418349027633667,0.30925363302230835,0.32460659742355347,5.0,1.346095085144043,9,19,,,,,,,,,,
-0.09116853028535843,0.13463321328163147,-0.37930750846862793,-0.0009360611438751221,0.2579740881919861,0.5089897513389587,0.31798693537712097,0.3082447052001953,5.0,1.3377342224121094,10,21,,,,,,,,,,
-0.5656499266624451,-0.2733820080757141,-1.0984309911727905,-0.26651135087013245,0.22181537747383118,0.5145404934883118,0.30708467960357666,0.2483185976743698,5.0,1.3323074579238892,11,23,,,,,,,,,,
-0.8210500478744507,-0.43503981828689575,-1.3369874954223633,-0.6435391306877136,0.2256455421447754,0.5250536799430847,0.2939939796924591,0.21810853481292725,5.0,1.3273847103118896,12,25,,,,,,,,,,
-0.7917113900184631,-0.4145740866661072,-1.1286791563034058,-0.8172690272331238,0.25014495849609375,0.5410088896751404,0.28077858686447144,0.1999463587999344,5.0,1.3236541748046875,13,27,,,,,,,,,,
-0.489632785320282,-0.19242127239704132,-0.6896446943283081,-0.5902851223945618,0.2882147431373596,0.5676220655441284,0.28583088517189026,0.19853056967258453,5.0,1.3185783624649048,14,29,,,,,,,,,,
-0.01598924957215786,0.18045496940612793,-0.09033509343862534,-0.1437787413597107,0.3348202109336853,0.6001805067062378,0.31293949484825134,0.24267932772636414,5.0,1.3161922693252563,15,31,,,,,,,,,,
0.11019153892993927,0.35612866282463074,0.02935650385916233,-0.06500499695539474,0.34177646040916443,0.6123747229576111,0.32551416754722595,0.2847614288330078,5.0,1.3117330074310303,16,33,,,,,,,,,,
0.1313425600528717,0.42059963941574097,0.0231290515512228,-0.06177916377782822,0.33639129996299744,0.6150088906288147,0.3256773352622986,0.3071075975894928,5.0,1.3093219995498657,17,35,,,,,,,,,,
0.16625909507274628,0.506686806678772,0.012217354960739613,-0.0301071647554636,0.34844931960105896,0.6190682649612427,0.34997278451919556,0.35116666555404663,5.0,1.3076436519622803,18,37,,,,,,,,,,
,,,,,,,,,,19,39,0.14070509374141693,0.4534481167793274,0.006110697984695435,-0.049032893031835556,0.3072618544101715,0.5598739385604858,0.29805788397789,0.2873448431491852,5.0,1.3139458894729614
0.17624658346176147,0.5372296571731567,0.009877449832856655,-0.02901795506477356,0.35786357522010803,0.6255612969398499,0.3647781014442444,0.36719152331352234,5.0,1.305365800857544,19,39,,,,,,,,,,
0.18265172839164734,0.5553647875785828,0.01501814741641283,-0.034375082701444626,0.36093848943710327,0.6286205649375916,0.37247154116630554,0.37425780296325684,5.0,1.3037469387054443,20,41,,,,,,,,,,
0.19188876450061798,0.573427677154541,0.02302367053925991,-0.03362272307276726,0.36796173453330994,0.6294246912002563,0.38543668389320374,0.38894787430763245,5.0,1.3021652698516846,21,43,,,,,,,,,,
0.19071607291698456,0.5729766488075256,0.03901945427060127,-0.05474483221769333,0.39064303040504456,0.638018786907196,0.4092698097229004,0.41258567571640015,5.0,1.2997583150863647,22,45,,,,,,,,,,
