valid/r2_observ,valid/r2_observ/early,valid/r2_observ/middle,valid/r2_observ/late,valid/r2_latent,valid/r2_latent/early,valid/r2_latent/middle,valid/r2_latent/late,valid/loss,epoch,step,train/r2_observ,train/r2_observ/early,train/r2_observ/middle,train/r2_observ/late,train/r2_latent,train/r2_latent/early,train/r2_latent/middle,train/r2_latent/late,train/loss
-0.1109563559293747,-0.11771993339061737,-0.11164762079715729,-0.10358352959156036,0.010307243093848228,0.029301434755325317,0.008160152472555637,-3.4248147010803223,2.258397340774536,0,1,,,,,,,,,
-0.10718141496181488,-0.11329980939626694,-0.10828323662281036,-0.10012811422348022,0.011903047561645508,0.03319493308663368,0.015709370374679565,-2.8826205730438232,2.2519912719726562,1,3,,,,,,,,,
-0.10323335230350494,-0.10859636962413788,-0.1048031821846962,-0.09657219797372818,0.012113053351640701,0.033747754991054535,0.019272828474640846,-4.35814094543457,2.2454633712768555,2,5,,,,,,,,,
-0.09904538094997406,-0.10350336879491806,-0.10116533935070038,-0.09287241101264954,0.010645518079400063,0.030054057016968727,0.010547537356615067,-10.0,2.2387099266052246,3,7,,,,,,,,,
-0.09457289427518845,-0.09798932820558548,-0.09731940180063248,-0.08897920697927475,0.00935099832713604,0.026965731754899025,0.006547124125063419,-10.0,2.231663465499878,4,9,,,,,,,,,
-0.08982230722904205,-0.09215423464775085,-0.09321857988834381,-0.08484935760498047,0.008568973280489445,0.02537589706480503,0.006990601774305105,-10.0,2.2242984771728516,5,11,,,,,,,,,
-0.08485738933086395,-0.0862131267786026,-0.08883819729089737,-0.08046071976423264,0.008646948263049126,0.026149701327085495,0.0047793458215892315,-0.9256736040115356,2.2166407108306885,6,13,,,,,,,,,
-0.07968394458293915,-0.08021173626184464,-0.08415244519710541,-0.07579293847084045,0.009850959293544292,0.03004550375044346,0.003909771330654621,-0.5208814740180969,2.2086522579193115,7,15,,,,,,,,,
-0.07412640750408173,-0.07369894534349442,-0.07913041859865189,-0.07082673907279968,0.012435726821422577,0.03763202577829361,0.0036812922917306423,-10.0,2.200186252593994,8,17,,,,,,,,,
,,,,,,,,,9,19,-0.07026402652263641,-0.06292099505662918,-0.07505472004413605,-0.07438721507787704,0.01599404774606228,0.051191311329603195,0.00968372542411089,-7.803328514099121,2.1609315872192383
-0.06802935898303986,-0.06627850979566574,-0.07375037670135498,-0.06555690616369247,0.015975797548890114,0.04732854664325714,0.005543818231672049,-1.384271264076233,2.191171646118164,9,19,,,,,,,,,
-0.06144296005368233,-0.05811436101794243,-0.06799072027206421,-0.05998693034052849,0.01955987699329853,0.056919168680906296,0.007502992637455463,-1.1001513004302979,2.1816883087158203,10,21,,,,,,,,,
-0.05452214553952217,-0.04963236674666405,-0.06183946132659912,-0.05414336174726486,0.022776374593377113,0.06558272242546082,0.010757620446383953,-0.04788707569241524,2.1718451976776123,11,23,,,,,,,,,
-0.04729995131492615,-0.04080883786082268,-0.05534454435110092,-0.04812862351536751,0.025223707780241966,0.07219015061855316,0.0134236766025424,-0.1514684408903122,2.1616532802581787,12,25,,,,,,,,,
-0.03986411541700363,-0.0315793976187706,-0.048640165477991104,-0.04215553030371666,0.027049371972680092,0.07709670811891556,0.014650669880211353,0.03299370035529137,2.1512410640716553,13,27,,,,,,,,,
-0.032573115080595016,-0.02232239581644535,-0.04203630983829498,-0.03662857040762901,0.028459016233682632,0.08065109699964523,0.015515794046223164,0.03219062089920044,2.1410324573516846,14,29,,,,,,,,,
-0.025906378403306007,-0.013394540175795555,-0.036024317145347595,-0.03214976564049721,0.029519978910684586,0.08278253674507141,0.020493753254413605,0.03699486702680588,2.1315619945526123,15,31,,,,,,,,,
-0.020465940237045288,-0.005190007388591766,-0.03129984810948372,-0.029488777741789818,0.029343292117118835,0.08166538923978806,0.02248256839811802,0.01480210293084383,2.1235363483428955,16,33,,,,,,,,,
-0.016589611768722534,0.0021193146239966154,-0.028359364718198776,-0.02905144728720188,0.027775835245847702,0.07768766582012177,0.020469658076763153,0.013782484456896782,2.1173384189605713,17,35,,,,,,,,,
-0.01367348711937666,0.008935739286243916,-0.026735324412584305,-0.029782962054014206,0.02653675712645054,0.07471193373203278,0.01989125832915306,0.012035434134304523,2.1124227046966553,18,37,,,,,,,,,
,,,,,,,,,19,39,-0.011018251068890095,0.01673741638660431,-0.027142614126205444,-0.02673332951962948,0.026950491592288017,0.08133479952812195,0.009836764074862003,0.00451519712805748,2.0800068378448486
-0.01034601591527462,0.015397007577121258,-0.024750174954533577,-0.02900899574160576,0.02610105834901333,0.07372661679983139,0.01846192590892315,0.010391988791525364,2.107635498046875,19,39,,,,,,,,,
-0.005913187749683857,0.021810876205563545,-0.02157481573522091,-0.02560310997068882,0.026204630732536316,0.07425910234451294,0.01803305372595787,0.009175078943371773,2.102468252182007,20,41,,,,,,,,,
-0.0012035423424094915,0.02773824892938137,-0.018063651397824287,-0.020955277606844902,0.02785370871424675,0.07858429104089737,0.020322438329458237,0.00887360330671072,2.0971872806549072,21,43,,,,,,,,,
0.0029188208281993866,0.0327177457511425,-0.015104788355529308,-0.016537440940737724,0.03067108429968357,0.08587197959423065,0.025865470990538597,0.01032078918069601,2.0923428535461426,22,45,,,,,,,,,
0.006634463556110859,0.03830070421099663,-0.013015059754252434,-0.013181755319237709,0.03257322683930397,0.09110073745250702,0.03101683221757412,0.013208484277129173,2.088416337966919,23,47,,,,,,,,,
0.009608183056116104,0.043231427669525146,-0.011619584634900093,-0.010812416672706604,0.03492690250277519,0.09760475903749466,0.03362119197845459,0.013089427724480629,2.0848045349121094,24,49,,,,,,,,,
0.012678323313593864,0.049243248999118805,-0.010515964590013027,-0.009153272025287151,0.03665116801857948,0.10256445407867432,0.03360326588153839,0.011849746108055115,2.081486225128174,25,51,,,,,,,,,
0.015859024599194527,0.055938489735126495,-0.009475341998040676,-0.007895703427493572,0.03833625465631485,0.10749515146017075,0.033997200429439545,0.010475403629243374,2.0782361030578613,26,53,,,,,,,,,
0.019114451482892036,0.06285656988620758,-0.008375969715416431,-0.006931297481060028,0.04088655486702919,0.11460366100072861,0.04197530820965767,0.017524201422929764,2.0748627185821533,27,55,,,,,,,,,
0.022336630150675774,0.07009167224168777,-0.007368320133537054,-0.006254223641008139,0.04316353052854538,0.12107230722904205,0.051975153386592865,0.02440490946173668,2.071624517440796,28,57,,,,,,,,,
,,,,,,,,,29,59,0.02559088170528412,0.08430799096822739,-0.005087972618639469,-0.004710556007921696,0.04089130461215973,0.12619617581367493,0.030399139970541,0.029650853946805,2.0400922298431396
0.02536443993449211,0.07740767300128937,-0.00662694638594985,-0.0059178792871534824,0.045045532286167145,0.12685918807983398,0.05422734096646309,0.022383179515600204,2.0683794021606445,29,59,,,,,,,,,
0.028258580714464188,0.08467463403940201,-0.006095195654779673,-0.005813196301460266,0.04677518829703331,0.13219857215881348,0.05834324285387993,0.019037164747714996,2.065389633178711,30,61,,,,,,,,,
0.031650230288505554,0.09297662228345871,-0.005442440509796143,-0.005782128311693668,0.04970971867442131,0.13989870250225067,0.07814424484968185,0.04260211065411568,2.0624778270721436,31,63,,,,,,,,,
0.03515084087848663,0.10183284431695938,-0.005015420727431774,-0.0055405497550964355,0.051660649478435516,0.14577700197696686,0.08379312604665756,0.0455096997320652,2.059326171875,32,65,,,,,,,,,
0.038513924926519394,0.1104167252779007,-0.004623140208423138,-0.005113060586154461,0.053490351885557175,0.1520889699459076,0.08652489632368088,0.03413550928235054,2.0561633110046387,33,67,,,,,,,,,
0.04250846803188324,0.12021579593420029,-0.00419502891600132,-0.0045025525614619255,0.0582231767475605,0.16539683938026428,0.1074010357260704,0.056386709213256836,2.0522913932800293,34,69,,,,,,,,,
0.046178583055734634,0.12921200692653656,-0.0035825385712087154,-0.003848699852824211,0.059709809720516205,0.17001348733901978,0.12150247395038605,0.0694107785820961,2.0495049953460693,35,71,,,,,,,,,
0.05132361128926277,0.1428510546684265,-0.003555918578058481,-0.003485699649900198,0.06264740228652954,0.18063819408416748,0.1086062416434288,0.04591279849410057,2.0446629524230957,36,73,,,,,,,,,
