valid/r2_observ,valid/r2_observ/early,valid/r2_observ/middle,valid/r2_observ/late,valid/r2_latent,valid/r2_latent/early,valid/r2_latent/middle,valid/r2_latent/late,valid/num_points,valid/loss,epoch,step,train/r2_observ,train/r2_observ/early,train/r2_observ/middle,train/r2_observ/late,train/r2_latent,train/r2_latent/early,train/r2_latent/middle,train/r2_latent/late,train/num_points,train/loss
-0.2295716106891632,-0.10589337348937988,-0.1579509675502777,-0.4472564160823822,0.02321006916463375,0.11709107458591461,0.078438401222229,0.12176694720983505,20.0,2.1553187370300293,0,1,,,,,,,,,,
-0.4690501093864441,-0.07303463667631149,-0.20100565254688263,-1.2001878023147583,0.020473463460803032,0.12569306790828705,0.08101611584424973,0.12479765713214874,20.0,2.1106698513031006,1,3,,,,,,,,,,
-1.1765389442443848,-0.04281383007764816,-0.3241104185581207,-3.353114604949951,0.021044546738266945,0.13806605339050293,0.08783665299415588,0.12821704149246216,20.0,2.0714240074157715,2,5,,,,,,,,,,
-2.495187282562256,-0.012780537828803062,-0.5102118253707886,-7.425096035003662,0.023266034200787544,0.15501214563846588,0.09978976845741272,0.1366249918937683,20.0,2.0347957611083984,3,7,,,,,,,,,,
-4.221216201782227,0.018618570640683174,-0.7125540971755981,-12.918746948242188,0.026925256475806236,0.17999568581581116,0.11567528545856476,0.1540662795305252,20.0,1.999509572982788,4,9,,,,,,,,,,
-6.310834884643555,0.051062364131212234,-0.9491927027702332,-19.707914352416992,0.03207063302397728,0.20731723308563232,0.1385120302438736,0.17777235805988312,20.0,1.9649732112884521,5,11,,,,,,,,,,
-11.186508178710938,0.08245701342821121,-1.407320499420166,-35.56342315673828,0.039048727601766586,0.240088552236557,0.1654411405324936,0.2073136270046234,20.0,1.9312900304794312,6,13,,,,,,,,,,
-27.00567054748535,0.11062048375606537,-2.4078195095062256,-87.02503967285156,0.049194131046533585,0.2688053846359253,0.19303017854690552,0.23250934481620789,20.0,1.898528814315796,7,15,,,,,,,,,,
-117.46097564697266,0.13036516308784485,-5.246912956237793,-383.7094421386719,0.05644514039158821,0.2939198911190033,0.21643976867198944,0.25965479016304016,20.0,1.8675285577774048,8,17,,,,,,,,,,
,,,,,,,,,,9,19,-239.83421325683594,0.12580738961696625,-8.546403884887695,-761.892333984375,0.06594643741846085,0.3115231692790985,0.2403668314218521,0.2608364522457123,20.0,1.847900390625
-440.53912353515625,0.13961520791053772,-11.411380767822266,-1442.6395263671875,0.06774133443832397,0.326486736536026,0.23928722739219666,0.2775237262248993,20.0,1.8389101028442383,9,19,,,,,,,,,,
-871.8050537109375,0.14387793838977814,-19.40024757385254,-2828.20068359375,0.0755368322134018,0.35282576084136963,0.2582490146160126,0.28815174102783203,20.0,1.8125616312026978,10,21,,,,,,,,,,
-794.0206909179688,0.1595156490802765,-21.85030174255371,-2493.272216796875,0.08277889341115952,0.3785459101200104,0.2695944309234619,0.29180285334587097,20.0,1.7874332666397095,11,23,,,,,,,,,,
-479.95989990234375,0.19527395069599152,-17.850433349609375,-1455.331787109375,0.08807094395160675,0.4014798700809479,0.2763954997062683,0.2892744839191437,20.0,1.7627909183502197,12,25,,,,,,,,,,
-278.7436828613281,0.23780319094657898,-13.705838203430176,-847.9964599609375,0.09229964017868042,0.42071956396102905,0.27908778190612793,0.2805525064468384,20.0,1.7389066219329834,13,27,,,,,,,,,,
-242.40194702148438,0.2772129476070404,-11.629467964172363,-766.0234985351562,0.09400419890880585,0.4412892758846283,0.2765684425830841,0.2701837420463562,20.0,1.7160437107086182,14,29,,,,,,,,,,
-397.14544677734375,0.31050243973731995,-11.416547775268555,-1309.1182861328125,0.0966113805770874,0.4576820731163025,0.2723402678966522,0.25656047463417053,20.0,1.694559097290039,15,31,,,,,,,,,,
-929.9176025390625,0.3361656069755554,-13.097180366516113,-3133.739501953125,0.09776686131954193,0.47344914078712463,0.2692946493625641,0.2437419444322586,20.0,1.6742370128631592,16,33,,,,,,,,,,
-1775.0458984375,0.3594353497028351,-15.500628471374512,-6024.07275390625,0.10049353539943695,0.4899405539035797,0.27044937014579773,0.233073428273201,20.0,1.654923439025879,17,35,,,,,,,,,,
-2209.956787109375,0.38284727931022644,-17.012126922607422,-7528.30322265625,0.10587402433156967,0.5055339932441711,0.27208879590034485,0.22467251121997833,20.0,1.6363052129745483,18,37,,,,,,,,,,
,,,,,,,,,,19,39,-1612.896240234375,0.3663804233074188,-18.27477264404297,-4911.3115234375,0.10143831372261047,0.48151469230651855,0.26331034302711487,0.19850875437259674,20.0,1.6244744062423706
-1707.253662109375,0.40961331129074097,-15.974268913269043,-5825.1865234375,0.11107729375362396,0.5220277905464172,0.2758026123046875,0.21637959778308868,20.0,1.6183140277862549,19,39,,,,,,,,,,
-1082.463623046875,0.43694791197776794,-14.154424667358398,-3693.06494140625,0.11743004620075226,0.5396711826324463,0.28110891580581665,0.20914718508720398,20.0,1.6013160943984985,20,41,,,,,,,,,,
