valid/r2_observ,valid/r2_observ/early,valid/r2_observ/middle,valid/r2_observ/late,valid/r2_latent,valid/r2_latent/early,valid/r2_latent/middle,valid/r2_latent/late,valid/num_points,valid/loss,epoch,step,train/r2_observ,train/r2_observ/early,train/r2_observ/middle,train/r2_observ/late,train/r2_latent,train/r2_latent/early,train/r2_latent/middle,train/r2_latent/late,train/num_points,train/loss
-0.0837397575378418,-0.09052902460098267,-0.014224410057067871,-0.15750721096992493,0.0013091122964397073,0.0801381841301918,0.07170959562063217,0.12047567218542099,5.0,2.4331791400909424,0,1,,,,,,,,,,
-0.9884771108627319,-0.43638354539871216,-0.5663131475448608,-2.067854642868042,0.0014596306718885899,0.0982295498251915,0.08586420118808746,0.1482378989458084,5.0,2.071361780166626,1,3,,,,,,,,,,
-3.638016939163208,-0.9479985237121582,-2.283165454864502,-8.262450218200684,0.00205571879632771,0.10824744403362274,0.08766935020685196,0.15094728767871857,5.0,1.8067467212677002,2,5,,,,,,,,,,
-4.467227458953857,-1.2311214208602905,-2.9667069911956787,-9.892630577087402,0.002163743833079934,0.11060670763254166,0.08583512157201767,0.14726285636425018,5.0,1.7350232601165771,3,7,,,,,,,,,,
-2.4578309059143066,-0.8924217224121094,-1.6477375030517578,-5.090289115905762,0.0028212559409439564,0.11853455007076263,0.08659792691469193,0.1496504545211792,5.0,1.7064323425292969,4,9,,,,,,,,,,
-1.4652900695800781,-0.6679558753967285,-0.9866800308227539,-2.848228931427002,0.004151572939008474,0.1317826211452484,0.09222003072500229,0.15318365395069122,5.0,1.673945665359497,5,11,,,,,,,,,,
-0.8949262499809265,-0.4553678631782532,-0.575425386428833,-1.7085987329483032,0.006584761198610067,0.14923086762428284,0.10057540237903595,0.15500429272651672,5.0,1.6296675205230713,6,13,,,,,,,,,,
-0.9783008694648743,-0.4687930941581726,-0.6364690065383911,-1.8735227584838867,0.010336784645915031,0.17113670706748962,0.11201201379299164,0.1591113656759262,5.0,1.6163508892059326,7,15,,,,,,,,,,
-1.0551478862762451,-0.5317115187644958,-0.7682965397834778,-1.8954477310180664,0.015233544632792473,0.19823840260505676,0.12682956457138062,0.16759198904037476,5.0,1.6046559810638428,8,17,,,,,,,,,,
,,,,,,,,,,9,19,-1.1342227458953857,-0.5895244479179382,-0.9813383221626282,-1.8773348331451416,0.016460739076137543,0.18592548370361328,0.12427779287099838,0.16475631296634674,5.0,1.6591014862060547
-0.8782280683517456,-0.4931238293647766,-0.7927882075309753,-1.357177972793579,0.019943982362747192,0.23339290916919708,0.14138540625572205,0.17277413606643677,5.0,1.5787290334701538,9,19,,,,,,,,,,
-0.9008283615112305,-0.5394988656044006,-1.0256448984146118,-1.1216751337051392,0.022595170885324478,0.2634361684322357,0.14875969290733337,0.16768531501293182,5.0,1.5628300905227661,10,21,,,,,,,,,,
-0.8467968702316284,-0.4883500933647156,-1.188592791557312,-0.8157647252082825,0.02495044656097889,0.2961931824684143,0.15915176272392273,0.16480392217636108,5.0,1.554026484489441,11,23,,,,,,,,,,
-1.2041912078857422,-0.6297668814659119,-1.743800401687622,-1.1560620069503784,0.024955539032816887,0.32050254940986633,0.16995112597942352,0.15830129384994507,5.0,1.5359175205230713,12,25,,,,,,,,,,
-1.3483850955963135,-0.6016804575920105,-2.0708115100860596,-1.2464803457260132,0.024672575294971466,0.35667353868484497,0.1869029998779297,0.14705845713615417,5.0,1.5190348625183105,13,27,,,,,,,,,,
-2.3407962322235107,-0.9785176515579224,-3.706573486328125,-2.0115582942962646,0.025363463908433914,0.3854146897792816,0.19362826645374298,0.12095683813095093,5.0,1.5057228803634644,14,29,,,,,,,,,,
-4.259185314178467,-2.439941644668579,-6.90478515625,-2.721959352493286,0.031848788261413574,0.402622789144516,0.1981668621301651,0.09405765682458878,5.0,1.4915173053741455,15,31,,,,,,,,,,
-2.285487651824951,-1.8544330596923828,-3.5212454795837402,-1.2538713216781616,0.05274953320622444,0.4183911383152008,0.21373207867145538,0.07093636691570282,5.0,1.4827848672866821,16,33,,,,,,,,,,
-8.585878372192383,-10.404735565185547,-10.387946128845215,-4.832183837890625,0.0642397552728653,0.42183345556259155,0.20343618094921112,0.06062143296003342,5.0,1.4690066576004028,17,35,,,,,,,,,,
-2.336243152618408,-3.4070205688476562,-2.642422914505005,-1.0555652379989624,0.0782681480050087,0.44036856293678284,0.1851661503314972,0.02856956422328949,5.0,1.4592403173446655,18,37,,,,,,,,,,
,,,,,,,,,,19,39,-2.1189143657684326,-2.929231643676758,-2.6837995052337646,-0.6706402897834778,0.07331864535808563,0.4026775658130646,0.1409449279308319,0.026514900848269463,5.0,1.5249760150909424
-1.5385503768920898,-2.9398889541625977,-1.3606184720993042,-0.5534421801567078,0.08337051421403885,0.45720070600509644,0.1336301863193512,0.04208572953939438,5.0,1.4527682065963745,19,39,,,,,,,,,,
-2.40915846824646,-6.140032768249512,-1.2674731016159058,-0.6002904772758484,0.08401089161634445,0.4701758325099945,0.09571495652198792,0.0458986759185791,5.0,1.458296537399292,20,41,,,,,,,,,,
-0.29166772961616516,-0.4979499280452728,-0.2974102199077606,-0.1772523820400238,0.12690480053424835,0.4928402304649353,0.04764697328209877,0.057192958891391754,5.0,1.4459855556488037,21,43,,,,,,,,,,
-0.3383895456790924,-0.7480441927909851,-0.2576354146003723,-0.1633128970861435,0.12704160809516907,0.4994261860847473,0.041056010872125626,0.053589753806591034,5.0,1.428634762763977,22,45,,,,,,,,,,
