valid/r2_observ,valid/r2_observ/early,valid/r2_observ/middle,valid/r2_observ/late,valid/r2_latent,valid/r2_latent/early,valid/r2_latent/middle,valid/r2_latent/late,valid/loss,epoch,step,train/r2_observ,train/r2_observ/early,train/r2_observ/middle,train/r2_observ/late,train/r2_latent,train/r2_latent/early,train/r2_latent/middle,train/r2_latent/late,train/loss
-0.1043958067893982,-0.10700385272502899,-0.10028233379125595,-0.10724717378616333,0.011675647459924221,0.03491632267832756,0.01976805180311203,-10.0,0.9744776487350464,0,0,,,,,,,,,
-0.09964052587747574,-0.10100535303354263,-0.09615563601255417,-0.10312443971633911,0.011670086532831192,0.03500429168343544,0.020673509687185287,-10.0,0.9656883478164673,1,1,,,,,,,,,
-0.09493186324834824,-0.09502607583999634,-0.09208935499191284,-0.0990641638636589,0.011895596981048584,0.03578240051865578,0.021142372861504555,-10.0,0.9570862650871277,2,2,,,,,,,,,
-0.09021755307912827,-0.08898524194955826,-0.08804517984390259,-0.095029316842556,0.012327070347964764,0.03716477006673813,0.021580230444669724,-10.0,0.9485700726509094,3,3,,,,,,,,,
-0.08543791621923447,-0.08278846740722656,-0.0839807316660881,-0.09097860008478165,0.012881549075245857,0.03890088573098183,0.02160496637225151,-10.0,0.9400273561477661,4,4,,,,,,,,,
-0.08052372187376022,-0.07632463425397873,-0.07984816282987595,-0.08686478435993195,0.013480216264724731,0.040763672441244125,0.020960595458745956,-10.0,0.9313299059867859,5,5,,,,,,,,,
-0.07540400326251984,-0.06948292255401611,-0.07559754699468613,-0.08263784646987915,0.01409180648624897,0.042671822011470795,0.02000678889453411,-8.833096504211426,0.9223373532295227,6,6,,,,,,,,,
-0.07000907510519028,-0.06215852499008179,-0.07117821276187897,-0.07824666798114777,0.01470204908400774,0.04459582269191742,0.018612638115882874,-6.381165504455566,0.9129016995429993,7,7,,,,,,,,,
-0.06427498161792755,-0.054267190396785736,-0.06653831154108047,-0.07363903522491455,0.01531228143721819,0.046558670699596405,0.015317377634346485,-10.0,0.9028719067573547,8,8,,,,,,,,,
-0.05815594270825386,-0.04578135162591934,-0.06162518262863159,-0.06876207888126373,0.015919987112283707,0.048583950847387314,0.010867850854992867,-10.0,0.89210045337677,9,9,,,,,,,,,
-0.051650870591402054,-0.03680771589279175,-0.056387268006801605,-0.06356360018253326,0.01653943583369255,0.05072886869311333,0.006411110050976276,-10.0,0.8804551362991333,10,10,,,,,,,,,
-0.04484070464968681,-0.027691364288330078,-0.05077723413705826,-0.05799470096826553,0.017244813963770866,0.05317807197570801,0.0034716748632490635,-10.0,0.8678364753723145,11,11,,,,,,,,,
-0.03793375566601753,-0.019135428592562675,-0.04475961998105049,-0.052014995366334915,0.018144626170396805,0.05625224858522415,0.002093749586492777,-3.8855528831481934,0.8542171716690063,12,12,,,,,,,,,
-0.031232010573148727,-0.012064099311828613,-0.038326751440763474,-0.045603107661008835,0.019350064918398857,0.06043411046266556,0.0017793381121009588,-0.3538576066493988,0.8396747708320618,13,13,,,,,,,,,
-0.024926841259002686,-0.0069446563720703125,-0.03152743726968765,-0.0387771837413311,0.021135810762643814,0.06679047644138336,0.0030519801657646894,-0.017186496406793594,0.824388861656189,14,14,,,,,,,,,
-0.018906807526946068,-0.0030167698860168457,-0.024573160335421562,-0.03168466314673424,0.024143436923623085,0.07752243429422379,0.005590509623289108,0.0008894706261344254,0.8086376190185547,15,15,,,,,,,,,
-0.013273388147354126,0.000852906727232039,-0.018236923962831497,-0.024941300973296165,0.02935107611119747,0.09589627385139465,0.010750695131719112,0.0017480666283518076,0.7931190729141235,16,16,,,,,,,,,
-0.009781504049897194,0.004074877593666315,-0.015104365535080433,-0.020641470327973366,0.0382467545568943,0.12576867640018463,0.02271466888487339,0.005805565509945154,0.7801933288574219,17,17,,,,,,,,,
-0.011900491081178188,0.007099634502083063,-0.021166956052184105,-0.023748552426695824,0.052571676671504974,0.16650478541851044,0.04762008413672447,0.016216527670621872,0.7752414345741272,18,18,,,,,,,,,
,,,,,,,,,19,19,-0.009348893538117409,0.017024481669068336,-0.024544144049286842,-0.020929742604494095,0.046268243342638016,0.15457867085933685,0.05337536334991455,0.033860452473163605,0.7792091965675354
-0.01092618703842163,0.02396300435066223,-0.029589295387268066,-0.029235899448394775,0.06639059633016586,0.1969200074672699,0.07456010580062866,0.028632063418626785,0.775181770324707,19,19,,,,,,,,,
0.0028571009170264006,0.05207494646310806,-0.023173844441771507,-0.02243066392838955,0.07108207792043686,0.2062537670135498,0.08564313501119614,0.03320213779807091,0.7669544219970703,20,20,,,,,,,,,
0.01718660071492195,0.07282262295484543,-0.011732757091522217,-0.011598206125199795,0.06971508264541626,0.20339135825634003,0.08353063464164734,0.03238154202699661,0.7562664747238159,21,21,,,,,,,,,
0.024965673685073853,0.08192533999681473,-0.0042588235810399055,-0.004816550295799971,0.06629198044538498,0.1958063393831253,0.07674864679574966,0.029227012768387794,0.7496472001075745,22,22,,,,,,,,,
0.027646292001008987,0.08466099947690964,-0.0013575077755376697,-0.0024350404273718596,0.06332077085971832,0.18906165659427643,0.06965215504169464,0.025316309183835983,0.7469853162765503,23,23,,,,,,,,,
0.028430253267288208,0.08649664372205734,-0.0009831965435296297,-0.002360487123951316,0.06187523156404495,0.18600589036941528,0.0634121224284172,0.021453827619552612,0.745785653591156,24,24,,,,,,,,,
0.02933436632156372,0.09030670672655106,-0.0015395283699035645,-0.003004741622135043,0.06215460225939751,0.1873813271522522,0.05730351060628891,0.017999865114688873,0.744175374507904,25,25,,,,,,,,,
0.031191974878311157,0.09700587391853333,-0.0022171735763549805,-0.003578138304874301,0.06402726471424103,0.19299861788749695,0.05276825278997421,0.015125377103686333,0.7413162589073181,26,26,,,,,,,,,
0.03411275893449783,0.10634712874889374,-0.0027123570907860994,-0.003793001174926758,0.06727021187543869,0.20234033465385437,0.050162069499492645,0.013185562565922737,0.737093448638916,27,27,,,,,,,,,
0.03770124912261963,0.11711001396179199,-0.00299243931658566,-0.003626906778663397,0.07162775099277496,0.21476297080516815,0.04681912437081337,0.011420140042901039,0.731845498085022,28,28,,,,,,,,,
0.041220154613256454,0.1273181438446045,-0.0031649707816541195,-0.0031937360763549805,0.07686834782361984,0.22965753078460693,0.0439966656267643,0.010600264184176922,0.7261537313461304,29,29,,,,,,,,,
0.04347894340753555,0.1337771713733673,-0.0034002899192273617,-0.002679836703464389,0.08271990716457367,0.24633216857910156,0.04280949383974075,0.009875824674963951,0.720752477645874,30,30,,,,,,,,,
0.04364625737071037,0.13431766629219055,-0.0038370012771338224,-0.0022810460068285465,0.08870738744735718,0.2635582685470581,0.04295158386230469,0.010001642629504204,0.7161823511123657,31,31,,,,,,,,,
0.042946863919496536,0.13263168931007385,-0.004439032170921564,-0.0021055459510535,0.09419845044612885,0.279694139957428,0.04328491911292076,0.009035310707986355,0.712207555770874,32,32,,,,,,,,,
0.04504208639264107,0.13922862708568573,-0.004919171333312988,-0.0020947696175426245,0.09868375211954117,0.29332342743873596,0.04092913493514061,0.009131882339715958,0.7076859474182129,33,33,,,,,,,,,
0.05077119544148445,0.15614855289459229,-0.004959577228873968,-0.002090978669002652,0.10235290229320526,0.3048977553844452,0.03859987109899521,0.009548695757985115,0.7020738124847412,34,34,,,,,,,,,
0.05874832719564438,0.1790362149477005,-0.004417502786964178,-0.002001738641411066,0.10544627904891968,0.3150654137134552,0.03677528351545334,0.010186933912336826,0.6956598162651062,35,35,,,,,,,,,
0.06695520132780075,0.2020261287689209,-0.003440719796344638,-0.0018579841125756502,0.10852734744548798,0.325157105922699,0.0364675410091877,0.011060689575970173,0.6891474723815918,36,36,,,,,,,,,
0.07461940497159958,0.2231038510799408,-0.0022274793591350317,-0.0017363906372338533,0.11232282966375351,0.33695629239082336,0.03773937001824379,0.011961321346461773,0.6828019022941589,37,37,,,,,,,,,
0.08232895284891129,0.24415726959705353,-0.0008729874971322715,-0.001664143754169345,0.11742354929447174,0.3516360819339752,0.04067271575331688,0.011857153847813606,0.6762731671333313,38,38,,,,,,,,,
